id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958593466936504445,Rooftop Apartment in the city center with big terr,53596013,Magdalena,CIUTAT VELLA,SANT FRANCESC,39.47069,-0.37726,Entire home/apt,241,2,22,2024-09-10,1.73,1,329,21,
958813920894165629,Loft Petit noir B- las Ciencias,505036561,Adriana,CAMINS AL GRAU,LA CREU DEL GRAU,39.4616248,-0.34801,Entire home/apt,107,1,53,2024-09-07,4.30,32,66,51,
959024936450519148,Acogedor Apartamento Valencia,3789085,Manuel Vicente,QUATRE CARRERES,MONT-OLIVET,39.45777,-0.36512,Entire home/apt,69,3,21,2024-09-06,1.90,1,235,21,VT38435V
959073951822404680,"Confort,3 personas, aire acondicionado, TV, Wifi",31665559,Rosario,RASCANYA,ELS ORRIOLS,39.49496797079831,-0.36885682178480966,Private room,89,1,0,,,2,28,0,
959309236162962351,"Piso amplio, elegante y señorial",456098333,Claudio,CIUTAT VELLA,EL PILAR,39.47301711174352,-0.38140688105080917,Entire home/apt,136,2,53,2024-09-01,4.16,8,46,49,
959350433938904616,habitación 1 con cama doble.,332913735,Carlos Andrés,L'OLIVERETA,TRES FORQUES,39.46430612233863,-0.398818664252758,Private room,,1,3,2023-09-24,0.23,2,167,1,
959411825972622977,Habitación con baño privado,347862948,Katherin,BENICALAP,BENICALAP,39.4901748562961,-0.3863814497820639,Private room,52,1,93,2024-08-26,7.05,2,216,84,
959461261439130424,"""Lujo Urbano en Alquiler""",302648375,Paola,RASCANYA,TORREFIEL,39.49602,-0.37086,Private room,33,1,17,2024-09-09,1.37,5,355,16,
959463304644148412,Lounge garden sea mint fresh,530092710,Julia,CAMINS AL GRAU,LA CREU DEL GRAU,39.461149275205045,-0.3399597816969807,Entire home/apt,150,6,8,2023-10-30,0.63,3,170,5,
959473993214513272,Lounge garden sea azul,530092710,Julia,CAMINS AL GRAU,LA CREU DEL GRAU,39.46108,-0.33997,Entire home/apt,150,6,0,,,3,232,0,
959551245515257132,"R15, Apart 2",467441948,Любовь Павловна,RASCANYA,ELS ORRIOLS,39.493481431677,-0.37117814198922383,Entire home/apt,196,1,0,,,6,332,0,
959924611984683355,Atico acogedor con amplia terraza Plaza Del Carmen,163139642,Miguel,CIUTAT VELLA,EL CARME,39.4791257,-0.378981,Entire home/apt,102,1,59,2024-09-08,4.86,6,21,59,
960126183443508382,#4 Soho By The Sea. Beach studio,512484841,Ivaylo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.470933532418044,-0.32898024615311644,Entire home/apt,119,4,40,2024-09-04,3.02,5,161,37,VT53347V
960161878228228801,Habitación Confortable,255004545,Luis Enrique,CAMINS AL GRAU,AIORA,39.46445,-0.3452,Private room,23,1,27,2024-08-25,2.26,2,134,27,
960167035276437250,Apartamento Frente al mar. Primera Línea de playa,507826317,Beatriz,POBLATS DEL SUD,EL PERELLONET,39.27997667289926,-0.2770507440420477,Entire home/apt,85,2,30,2024-06-16,2.40,1,247,28,
960221670312180536,Habitación doble con baño privado en Valencia.,205876149,Jorge,PATRAIX,SAFRANAR,39.45679598001561,-0.3906778246164322,Private room,63,2,68,2024-09-15,5.60,1,235,68,
960231597156202758,Atico en avenida del Cid,423845704,Agustín,L'OLIVERETA,NOU MOLES,39.46904945175136,-0.39253134879730345,Entire home/apt,,3,1,2023-10-22,0.09,4,0,1,
960668345502709381,Artes 4,37122909,Marisa Make It Med,EL PLA DEL REAL,EXPOSICIO,39.476660839526836,-0.36074879446244135,Entire home/apt,126,2,58,2024-09-10,4.52,11,60,54,VT-53608-V
960908039854884332,habitación doble en cabanyal!,485631241,Martín,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.475189073365584,-0.33128733271015715,Private room,100,2,74,2024-09-11,5.87,3,232,72,
961309938639685990,À 2 pas de la plage,9812105,Farida,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4675138538727,-0.32611269503831863,Entire home/apt,157,1,32,2024-09-02,2.56,1,157,31,
961541370439509628,Tradicional Loft en el Cabañal,138591931,Myriam,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46334,-0.33242,Entire home/apt,88,3,17,2024-08-19,1.36,1,87,16,
962047097572744116,"Hermoso piso grande, céntrico y acogedor",81795758,Kristina,L'OLIVERETA,NOU MOLES,39.47031457721623,-0.400763601064682,Entire home/apt,176,2,5,2024-06-02,0.66,1,41,5,VT36722V
962325682931044388,Habitacion comoda y muy luminosa,532923948,Nohora,PATRAIX,FAVARA,39.455398932591464,-0.3938434851969852,Private room,42,1,72,2024-09-16,5.55,1,339,66,
962601617330881680,"EcoMediterranean terrace,   puerto y city ciencias",15992738,Nacho,POBLATS MARITIMS,NATZARET,39.44728,-0.33329,Entire home/apt,84,1,64,2024-09-16,5.03,13,173,61,
962625934948838064,Apartamento mediterráneo junto al puerto,15992738,Nacho,POBLATS MARITIMS,NATZARET,39.44676698654185,-0.3313622484836143,Entire home/apt,80,1,37,2024-09-16,3.02,13,171,36,
962640699476784844,Eco Mediterranean Junior + terrace,15992738,Nacho,POBLATS MARITIMS,NATZARET,39.4474,-0.33164,Entire home/apt,81,1,51,2024-08-28,3.92,13,170,45,
963171700307090439,La mejor zona de valencia,531956402,Olga,BENICALAP,BENICALAP,39.49145961254659,-0.39907246828079224,Private room,37,3,32,2024-09-05,2.48,1,45,29,
963200644025442962,"R15, Apart 3",467441948,Любовь Павловна,RASCANYA,ELS ORRIOLS,39.491780906252316,-0.3697428066244559,Entire home/apt,160,1,0,,,6,328,0,
963483309361298944,Sweet Apartment in Perfect Central Location,397082623,Giuseppe,CIUTAT VELLA,SANT FRANCESC,39.469613664375565,-0.37154471346796364,Entire home/apt,112,2,12,2024-08-29,1.80,2,138,12,
963485620837853530,Duplex in the historic center,58083967,Elena,CIUTAT VELLA,LA XEREA,39.4767707,-0.3719879,Entire home/apt,107,5,20,2024-09-12,1.85,1,300,20,
963550590265657480,Super Duplex front oceanografic 6 pax 2 BTH NewAC,211991268,ValenciaGUEST,CAMINS AL GRAU,PENYA-ROJA,39.46385811098069,-0.3562499883062265,Entire home/apt,177,1,18,2024-08-18,1.41,83,25,16,
963553703477372971,"Super Flat oceanografic 6 pax, 2Bth, 3beds AC Wifi",211991268,ValenciaGUEST,CAMINS AL GRAU,PENYA-ROJA,39.46234107179329,-0.3560818237167059,Entire home/apt,167,1,23,2024-08-17,1.81,83,20,20,
963644698252447504,Suit con baño en casa de diseño,28561190,Maria Paula,CIUTAT VELLA,EL MERCAT,39.47188,-0.37899,Private room,69,1,3,2023-09-30,0.24,2,16,1,
963673751284306825,Jardín Botánico | Exclusivo oasis urbano,51233346,Patricia,EXTRAMURS,EL BOTANIC,39.47697617003777,-0.38709750121247616,Entire home/apt,138,2,40,2024-09-13,3.26,1,87,39,
963686521926630815,1 habitación Universidad playa Turia Mestalla,420856766,Yipsy Y Jorge,CAMINS AL GRAU,ALBORS,39.4712526,-0.3543956,Private room,,2,34,2024-05-31,2.61,4,2,28,
963849065840065236,Piso de 3 habitaciones,533329288,Ludmil,POBLATS MARITIMS,LA MALVA-ROSA,39.47888941494356,-0.3290202891998345,Entire home/apt,120,1,2,2024-08-20,0.15,2,49,1,
964341835513749887,"Apt Buhos Valencia, wi-fi, metro",71443297,Ruben,JESUS,LA RAIOSA,39.45627,-0.38891,Entire home/apt,83,3,13,2024-08-24,1.06,2,74,12,
964394076386901714,Clean room- Private bathroom-Central,109725152,Daniela,CIUTAT VELLA,EL CARME,39.48003,-0.37525,Private room,69,1,44,2024-09-16,3.51,1,72,40,
964611980682577997,Piso completo Playa Malvarrosa,168125571,Pamela,POBLATS MARITIMS,LA MALVA-ROSA,39.479442634439216,-0.32772420746988223,Entire home/apt,76,2,3,2024-09-16,3,1,7,3,
964671060876355943,Habitacion Doble*Valencia Centro,215577235,Fernando,EXTRAMURS,ARRANCAPINS,39.4685271,-0.3845947,Private room,30,1,93,2024-09-03,7.54,7,229,91,
964927963247748273,Nautical B by Concept Flats,432981976,Joan,POBLATS MARITIMS,NATZARET,39.45022336644305,-0.331799411354408,Entire home/apt,77,1,15,2024-09-16,1.55,30,316,15,
964929753511808066,Nautical C by Concept Flats,432981976,Joan,POBLATS MARITIMS,NATZARET,39.45171,-0.3317,Entire home/apt,90,1,22,2024-09-15,2.32,30,316,22,
965123658353137333,Habitación cerca de Palacio de Congresos,22712337,Eliana,BENICALAP,BENICALAP,39.49287,-0.39709,Private room,55,2,8,2024-09-08,1.29,1,256,8,
965147571723227503,La Peregrina,533063658,Olga,QUATRE CARRERES,EN CORTS,39.4576276,-0.3717873,Entire home/apt,100,2,11,2024-09-15,1.33,2,74,11,
965238060553262806,"Central Market - 1 Br,  2+2 pax  - Mid term",3155089,Francisco,CIUTAT VELLA,EL MERCAT,39.473862107,-0.37722353,Entire home/apt,202,1,1,2024-04-22,0.20,12,319,1,
965329984895923595,#3 Soho By The Sea. Beach apartment,512484841,Ivaylo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47036012912702,-0.3299063444137573,Entire home/apt,106,4,25,2024-07-29,1.94,5,162,22,
965624258527427652,"City of Science, Oceanographic, beach, Wifi",25589063,Host,CAMINS AL GRAU,LA CREU DEL GRAU,39.4594026,-0.3411716,Entire home/apt,104,2,16,2024-08-16,3.04,2,163,16,
965700375534856620,Double room,533780206,Sergio,BENICALAP,BENICALAP,39.49211551229038,-0.38805998861789703,Private room,40,1,0,,,1,269,0,
965866807772538001,* Chic and Cozy Torres de Quart*,85460916,Ramón,EXTRAMURS,EL BOTANIC,39.47346052809639,-0.38524892552869827,Entire home/apt,126,4,49,2024-09-11,3.85,1,218,47,
965885745168792143,Habitación con baño propio,401045188,Sarah Kristina,L'OLIVERETA,NOU MOLES,39.47135,-0.4006,Private room,50,2,30,2024-08-05,2.34,1,150,25,
966041011403010987,Mirador 1 de mercado central con baño privado,522889403,Lili,CIUTAT VELLA,EL MERCAT,39.47364676222621,-0.38024804849783356,Private room,57,1,10,2024-09-08,0.90,6,301,10,
966053045970084720,Tomás House,533877773,Rocio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46803,-0.32475,Entire home/apt,350,4,36,2024-08-26,2.82,1,351,33,
966597577376603337,Romantic Petit Mercat,6892847,Ignacio,CIUTAT VELLA,EL PILAR,39.47347883264739,-0.38349696753471074,Entire home/apt,163,3,33,2024-06-30,3.32,1,174,33,
966598735884121333,Ruzafa Apartments,342508631,Danisay,QUATRE CARRERES,MONT-OLIVET,39.457639882625344,-0.3668299689888954,Entire home/apt,69,1,25,2024-09-08,2.02,1,84,24,
967211292416386972,"GIRLS only, super Central, upscale area",11871220,Vanessa,L'EIXAMPLE,LA GRAN VIA,39.464733195250105,-0.3690548613667488,Private room,57,1,1,2023-10-23,0.09,3,358,1,
967251507632445709,"Architektenhaus mit Dachterrasse - strandnah, hell",534131810,Martin,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47396481157597,-0.32884748301525546,Entire home/apt,127,4,15,2024-09-16,1.31,1,334,15,
967252110544110116,Entire apartment available in Valencia,534131645,Armando,EXTRAMURS,LA PETXINA,39.47454093755813,-0.3950323909521103,Entire home/apt,39,15,3,2024-03-28,0.27,1,44,3,
967348279593387907,50 m from the beach with terrace overlooking sea,534161844,Jose Luis,POBLATS MARITIMS,LA MALVA-ROSA,39.48026,-0.32612,Entire home/apt,173,2,73,2024-09-10,5.86,3,319,69,
967509796989271650,Apartamentos Las Ciencias S. Wi-Fi + PK + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45725663344785,-0.358189629360961,Entire home/apt,202,1,4,2024-07-06,0.33,62,126,4,VT-53201-V
967891697344582335,Modern & Stylish in Arrancapins.,534287348,David,EXTRAMURS,ARRANCAPINS,39.46887,-0.39044,Entire home/apt,114,1,4,2024-08-25,0.43,1,309,4,
968111902707427537,#2 Soho By The Sea. Beach studio,512484841,Ivaylo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47036582311377,-0.32977022230625147,Entire home/apt,119,4,30,2024-08-27,2.36,5,162,26,
968125528473817857,"Cervantes Apartment ""Centro de Valencia""",534354434,Andrii,EXTRAMURS,LA ROQUETA,39.4678849,-0.3815487,Entire home/apt,227,2,13,2024-03-17,1.22,1,279,13,
968197346953163564,"Ideal estancias cortas
Valencia",226064725,Trinidad,L'OLIVERETA,NOU MOLES,39.47052910251822,-0.39553805566525785,Entire home/apt,,2,21,2024-09-13,1.75,4,3,21,
968210932628180369,"Excelente para 2 huésped, hab Amplia, cama doble!",518006127,Vanessa,L'OLIVERETA,LA LLUM,39.46909,-0.41165,Private room,28,1,15,2024-08-17,1.21,3,253,14,
968557193828765512,A 400 metros de la playa Cabañal,308826911,Gabriela,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47518812184774,-0.3310468498558245,Entire home/apt,140,5,22,2024-09-14,1.85,4,233,22,
968611868152964851,Habitacion disp casa particular,529240883,Ivan,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47148,-0.33364,Shared room,50,1,0,,,1,270,0,
968681383735689389,Habitación,477795053,Katheryne,JESUS,LA CREU COBERTA,39.45287,-0.38453,Private room,35,1,0,,,1,269,0,
968696230246773648,Lindo Apartamento en Ruzafa,371962229,Miguel Angel,L'EIXAMPLE,RUSSAFA,39.4612844,-0.3778884,Entire home/apt,90,28,3,2024-05-19,0.30,1,73,3,
968905251518989090,Room in Valencia .,31911857,Solana,LA SAIDIA,TORMOS,39.491559999785565,-0.37624988704919815,Private room,24,20,2,2024-09-06,0.48,3,0,2,
969244210194423786,Nautical A by Concept Flats,432981976,Joan,POBLATS MARITIMS,NATZARET,39.45038582284102,-0.33309024487189365,Entire home/apt,76,1,8,2024-08-25,0.95,30,308,8,
969305234133508564,Playa y cultura en el Cabañal. Ofertas familia.,213004787,Itxiar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46403,-0.33054,Entire home/apt,100,7,8,2024-08-11,0.72,1,223,8,
969357338560289505,Habitación perfecta para mujeres,473046714,Cristina,QUATRE CARRERES,EN CORTS,39.45781058633926,-0.37257374722137193,Private room,33,2,27,2024-06-17,2.52,1,30,27,
969395838651972030,Piso Acogedor Cerca de la Playa,303611825,David,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.468104,-0.3300458,Entire home/apt,98,4,26,2024-09-17,2.08,4,53,25,
969563647845202030,Moderno APT cerca playa y CCAqua,257366886,Fernando,CAMINS AL GRAU,AIORA,39.46467,-0.3417568,Entire home/apt,104,31,9,2024-08-22,0.86,1,152,9,
969579717999285440,Luminoso apartamento con WIFI,424412527,Alba,CAMPANAR,EL CALVARI,39.48725,-0.39052,Entire home/apt,107,3,39,2024-09-05,3.26,1,117,39,
969679068978745954,Habitación en Ruzafa,534721753,Pol,QUATRE CARRERES,MONT-OLIVET,39.45980991520682,-0.3641098737716675,Private room,48,1,30,2024-09-04,2.39,2,243,27,
970049084797641072,Habitación confortable,190574287,Alex,QUATRE CARRERES,EN CORTS,39.4533454422466,-0.3719573467969895,Private room,,2,42,2024-08-27,3.47,1,0,42,
970085913733653152,Apartamentos Las Ciencias Studio N. Wi-Fi+PK+A/A,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45645,-0.35912,Entire home/apt,151,1,13,2024-07-29,1.04,62,160,11,VT-53195-V
970145946849349978,Apartamentos Las Ciencias F. Wi-Fi + PK + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.457164476975,-0.35827814225845,Entire home/apt,146,1,3,2024-08-17,0.27,62,140,3,VT-53187-V
970214880583671379,Apartamentos Las Ciencias H. Wi-Fi + PK + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.457169654308,-0.35828082446747,Entire home/apt,161,1,3,2024-06-08,0.25,62,154,3,VT-53189-V
970838068076870475,Habitación privada en valencia,422546020,Katherine,QUATRE CARRERES,EN CORTS,39.4553,-0.36737,Private room,38,1,36,2024-08-25,2.88,2,68,35,
970912418200892532,Stylish by the City Hall area- Monthly Rental,534984693,Nuria,CIUTAT VELLA,SANT FRANCESC,39.46921541041541,-0.38018291520590314,Entire home/apt,144,1,9,2024-08-10,0.79,1,233,9,
971384067328434659,habitación 3 con llave y metro,461493084,Luis,PATRAIX,SAFRANAR,39.45872,-0.39323,Private room,26,4,27,2024-09-07,2.33,2,233,27,
971769654495545880,Beautiful Oceanografic apartment/AC/WIFI/Smart TV,475596141,Daniel,QUATRE CARRERES,MONT-OLIVET,39.4624811,-0.3613579,Entire home/apt,134,3,69,2024-09-12,5.63,5,213,68,
971838839216126175,Apartamento Valencia centro,160212242,Álvaro,EXTRAMURS,LA ROQUETA,39.46659903224864,-0.3790819614311224,Entire home/apt,100,2,14,2024-06-08,1.38,1,7,14,
971904954573657318,Centrica Habitación en Valencia.,215577235,Fernando,EXTRAMURS,ARRANCAPINS,39.4686527,-0.3842717,Private room,27,12,22,2024-06-21,1.76,7,134,21,
972410408632751344,Suite con bagno e cucina en el Carmen,399948807,Guido,CIUTAT VELLA,EL CARME,39.47921,-0.38073,Entire home/apt,99,3,25,2024-09-03,3.49,1,32,25,
972433970376901949,Habitación cerca de la playa y Artes y Ciencias,509291021,Génesis,CAMINS AL GRAU,AIORA,39.46571532181046,-0.34581017249100204,Private room,28,1,63,2024-09-16,4.99,2,125,61,
972452958397866006,Habitación cerca de Artes y Ciencias,509291021,Génesis,CAMINS AL GRAU,AIORA,39.466479818737255,-0.3468914330005646,Private room,36,1,51,2024-09-16,4.03,2,134,45,
972548134803932246,Linda habitación privada,415234772,Yeimi,L'OLIVERETA,NOU MOLES,39.4693,-0.40245,Private room,,1,11,2024-08-29,0.93,2,0,11,
972990492889851845,Cosy Room near the beach and best area of Valencia,535432114,Jose Carlos,CAMINS AL GRAU,PENYA-ROJA,39.45755208534636,-0.344795687548991,Private room,49,2,25,2024-09-01,3.18,2,158,25,
973201197186030938,Habitación Carmen,535493969,Matteo Henrique,CIUTAT VELLA,EL CARME,39.47744825612835,-0.3775836154818535,Private room,40,1,20,2024-08-09,1.60,1,263,19,
973203496706181887,Estancia Céntrica en Valencia con baño privado,507818769,Amador José,RASCANYA,TORREFIEL,39.49124592976736,-0.3814934194531015,Private room,44,1,1,2023-12-03,0.10,1,269,1,
973646426451793979,Habitación,335618253,Karla,PATRAIX,SAFRANAR,39.4590018,-0.3960577,Private room,33,2,14,2024-09-12,2.05,2,257,14,
973670420665059215,Cute 2-bedrooms apartment.,354505123,Angelina,L'OLIVERETA,TRES FORQUES,39.4676,-0.405,Private room,20,1,6,2024-09-07,3.60,1,141,6,
973696597446364951,Apartamentos Las Ciencias A. Wi-Fi + PK + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.457162406041505,-0.3582821655719748,Entire home/apt,150,1,13,2024-08-12,1.04,62,153,11,VT-53182-V
973751670577508596,Habitación Valencia,296813881,Blanca,ALGIROS,LA VEGA BAIXA,39.4774399,-0.3520232,Private room,38,1,4,2024-02-12,0.35,1,359,4,
973790228007912056,Habitación luminosa y acogedora,70387332,Rodrigo,CIUTAT VELLA,EL PILAR,39.47470566853933,-0.3825407526717468,Private room,57,1,11,2024-06-02,0.90,1,104,10,
973854286160519904,Apartamentos Las Ciencias B. Wi-Fi + PK + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.457117880959004,-0.35824059133224395,Entire home/apt,149,1,4,2024-08-14,0.34,62,141,4,VT-53183-V
973893645597750111,Apartamentos Las Ciencias I. Wi-Fi + PK + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45717379617444,-0.35828082446746734,Entire home/apt,159,1,21,2024-08-15,1.89,62,161,21,VT-53190-V
974041042446199422,Modern and Comfy Room with Terrace (Near Center),159225108,Sascha,LA SAIDIA,MARXALENES,39.4857805,-0.3857359,Private room,36,3,14,2024-08-31,1.18,1,72,14,
974511506819423224,super rom,497534052,Emanuele,RASCANYA,TORREFIEL,39.495677,-0.3705648,Private room,45,1,1,2024-05-02,0.21,4,267,1,
974525772124370582,Apartamentos Las Ciencias J. Wi-Fi + Pk + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.456917,-0.3587368,Entire home/apt,147,1,23,2024-08-12,1.84,62,153,21,VT-53191-V
974658996116053548,Apartamentos Las Ciencias K. Wi-Fi + Pk + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45721935668698,-0.35831837539367584,Entire home/apt,176,1,2,2023-11-26,0.17,62,155,2,VT-53192-V
974667219024546573,room privada baño compartido,535840783,Belkis Josefina,ALGIROS,CIUTAT JARDI,39.46999126475655,-0.34793445389859945,Private room,300,1,0,,,1,270,0,
974747562795385100,Apartamentos Las Ciencias L. Wi-Fi + Pk + A/C,14182776,Alberto,QUATRE CARRERES,NA ROVELLA,39.4582,-0.35919,Entire home/apt,146,1,21,2024-08-09,1.74,62,160,21,VT-53193-V
974769362902471188,Apartamentos Las Ciencias Ñ. Wi-Fi + Pk + A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.457173796174466,-0.3582325447051993,Entire home/apt,159,1,12,2024-09-10,0.98,62,157,11,VT-53196-V
975077603785917036,Apartamento vintage en ruzafa,535928614,Maria Amparo,L'EIXAMPLE,RUSSAFA,39.4611559,-0.3731891,Entire home/apt,113,2,36,2024-09-08,3.05,1,155,36,
975086126805967009,Cozy for nomads in Ruzafa. Monthly rent,535930363,Riikka,L'EIXAMPLE,RUSSAFA,39.462171626711296,-0.3755772908603839,Entire home/apt,132,1,5,2024-09-04,0.55,1,245,5,
975120870440468282,Oceanogràfic apartamento,535935153,Jorge,CAMINS AL GRAU,CAMI FONDO,39.4642774,-0.354218,Entire home/apt,113,3,15,2024-08-25,1.31,1,0,15,
975225089299057742,privada,474489305,Paco,L'EIXAMPLE,RUSSAFA,39.46098947070936,-0.36915590662098313,Private room,75,1,10,2024-03-24,0.83,1,267,10,
975265994859249586,Pechina55 au centre avec vue sur parc,535972543,Renata,L'OLIVERETA,NOU MOLES,39.4739913,-0.3995974,Entire home/apt,130,3,22,2024-09-14,1.92,1,316,22,
975301295568604664,Reina II,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.47548091997145,-0.37541933104158415,Entire home/apt,108,1,2,2023-10-31,0.17,116,245,2,
975992940185899468,Habitacion K&K,505665775,Karen,JESUS,SANT MARCEL.LI,39.44704,-0.38852,Private room,,1,0,,,2,0,0,
976822077291206367,habitacion grande cama 1.50,536308871,Daniela,L'OLIVERETA,TRES FORQUES,39.46677,-0.39521,Private room,28,3,33,2024-09-08,2.69,2,178,32,
976927290324532293,"Cerca a la playa, al centro, bonita habitación",474719491,Valeria,ALGIROS,LA CARRASCA,39.471905,-0.3379017,Private room,24,3,8,2024-08-31,0.65,2,0,7,
976949432237421483,Mi casa es Tu casa,194084944,Domingo Mendoza,BENICALAP,BENICALAP,39.491490917307374,-0.38882508873939514,Private room,21,3,11,2024-06-26,0.91,1,226,11,
977230986350435193,Habitación con baño en Valencia 1,372868464,Luciana Aparecida,QUATRE CARRERES,EN CORTS,39.45797200470781,-0.36996379494667053,Private room,55,1,36,2024-09-18,6.55,15,233,36,
977339376904140026,Cozy 2 bedroom apartment in city center.,174551901,Anthony,EXTRAMURS,ARRANCAPINS,39.4626619,-0.3849698,Entire home/apt,88,1,8,2024-09-06,4.29,1,232,8,
977533424267677890,Apartamento primera línea de mar,406155489,Joaquín,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.470768,-0.325019,Entire home/apt,224,2,9,2024-08-11,1.38,1,152,9,
977597466473799848,Piso tranquilo y bien comunicado,273341066,Ruben,L'OLIVERETA,TRES FORQUES,39.466923072632405,-0.4006789058044369,Private room,,1,1,2023-09-17,0.08,1,90,0,
978048165421059040,Gran habitación luminosa cerca del centro,408937765,Johana,LA SAIDIA,SANT ANTONI,39.4869381,-0.3725908,Private room,33,1,23,2024-09-02,1.97,2,242,23,
978142617455273014,Luxuriou flat in the city center,163479813,Lily,CIUTAT VELLA,SANT FRANCESC,39.468358749773465,-0.379780978731438,Entire home/apt,506,2,4,2024-07-25,0.88,5,177,4,
978222480101506415,habitación disponible,436151340,Rosalinda,RASCANYA,ELS ORRIOLS,39.490385515455,-0.3690529656873479,Private room,30,3,44,2024-09-14,3.71,1,183,44,
978403224535096813,Fine Apartment Of Train Station & City Plaza,518790473,Juan,EXTRAMURS,LA ROQUETA,39.4667524,-0.3784533,Entire home/apt,,4,45,2024-08-27,3.87,3,1,45,
978657773591745458,Piso cómodo y luminoso,89705470,Paola,RASCANYA,SANT LLORENS,39.49482,-0.36798,Entire home/apt,,4,2,2024-03-20,0.18,1,0,2,
978752426140352101,Precioso ático con Terraza,104348482,Pilar,CIUTAT VELLA,EL MERCAT,39.4713346,-0.3777229,Entire home/apt,276,2,33,2024-08-20,2.98,8,94,33,
978840558240073849,- Cabanyal Boutique,12055632,Isidro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47436287342036,-0.3276613523716422,Entire home/apt,343,2,13,2024-08-16,1.70,4,92,13,VT51905V
979133751645385300,Studio Apartment of Train Station & City Plaza,518790473,Juan,EXTRAMURS,LA ROQUETA,39.4667524,-0.3784533,Entire home/apt,,4,44,2024-08-27,3.65,3,0,44,
979475399376378028,NEW High-End Penthouse in Downtown,6976863,The MM,CIUTAT VELLA,LA SEU,39.476910311522715,-0.37265425299687993,Entire home/apt,91,28,4,2024-03-01,0.37,8,111,4,
979699991171299928,Apartamentos Las Ciencias Studio P. Wi-Fi+Pk+A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45629,-0.35848,Entire home/apt,136,1,7,2024-08-25,0.59,62,149,7,VT-53198-V
979821219659977853,Habitación Individual céntrica,250927328,Juan,CIUTAT VELLA,LA SEU,39.4768874,-0.3723295,Private room,69,1,9,2024-07-22,0.81,3,173,9,
979827356670884408,Individual Superior céntrica,250927328,Juan,CIUTAT VELLA,LA SEU,39.47632,-0.37351,Private room,92,1,5,2024-07-21,0.53,3,207,5,
979832090429693512,Individual Estándar céntrica,250927328,Juan,CIUTAT VELLA,LA XEREA,39.47649268357383,-0.3714575353924856,Private room,81,1,5,2024-06-20,0.47,3,112,5,
979881119936286938,Habitación Cómoda,255004545,Luis Enrique,CAMINS AL GRAU,PENYA-ROJA,39.46056319372453,-0.34804344177246094,Private room,19,2,17,2024-09-02,1.39,2,93,16,
980128338675751530,Rooms in a lovely family friendly apartment,14579336,Marc,ALGIROS,LA CARRASCA,39.482965730432504,-0.3417212619535981,Private room,52,7,0,,,1,269,0,
980271973831135714,The Mossen Triplex. Monthly rent,537085773,Herminia,CIUTAT VELLA,EL CARME,39.479102209620564,-0.3800149625075001,Entire home/apt,102,1,4,2024-06-16,0.43,1,279,4,
980372458526562231,Céntrico apartamento junto al Ayuntamiento,125037312,Claudia,CIUTAT VELLA,SANT FRANCESC,39.4702535,-0.3782855,Entire home/apt,115,30,2,2024-08-16,0.67,31,228,2,
980560179794671554,04 TURIA Flats 3bd+wifi,4966350,Avatar Valencia,EXTRAMURS,LA PETXINA,39.473828741675916,-0.39487272688180847,Entire home/apt,131,3,38,2024-09-16,3.50,8,315,38,
